"","DATE","USEPUINDXM","FEDFUNDS","CPALTT01USM659N","UNRATE","INDPRO","DIFF","unemployment_growth","cpi_growth","rate_diff","INDPRO_growth","cpi_diff","uncertainty_growth"
"1",1985-02-01,99.02081,8.5,3.515625,7.2,56.3323,45,-1.37933221323359,-0.489477237673386,0.15,0.342307448633417,-0.0172503680078702,-23.4780012913355
"2",1985-03-01,112.19051,8.58,3.70370370370371,7.2,56.4232,44,0,5.21160011390158,0.0800000000000001,0.161233855008813,0.18807870370371,12.4868378340801
"3",1985-04-01,102.81133,8.27,3.68574199806014,7.3,56.2693,43,1.37933221323359,-0.486145828624562,-0.31,-0.273132809506293,-0.0179617056435699,-8.73028474505135
"4",1985-05-01,120.08273,7.97,3.77176015473887,7.2,56.3488,42,-1.37933221323359,2.30699153518428,-0.3,0.141185143783762,0.0860181566787301,15.5285360954482
"5",1985-06-01,132.71318,7.53,3.76084860173579,7.4,56.3901,41,2.73989741881147,-0.289715316114703,-0.44,0.0732666397268211,-0.0109115530030803,10.0009336274316
"6",1985-07-01,128.00182,7.88,3.55427473583095,7.4,56.0234,40,0,-5.64935938708622,0.35,-0.652415058156741,-0.20657386590484,-3.61457756159957
"7",1985-08-01,126.76611,7.9,3.34928229665073,7.1,56.2555,39,-4.13852161628545,-5.94049469387548,0.0200000000000005,0.41343534823497,-0.20499243918022,-0.970074758211936
"8",1985-09-01,126.76856,7.92,3.14285714285714,7.1,56.4983,38,0,-6.36137787755955,0.0199999999999996,0.430673512178004,-0.20642515379359,0.00193267453330037
"9",1985-10-01,116.05771,7.99,3.22886989553656,7.1,56.2648,37,0,2.69998941672749,0.0700000000000003,-0.414143161617009,0.0860127526794199,-8.82754943374762
"10",1985-11-01,122.03687,8.05,3.51377018043685,7,56.4549,36,-1.41846349919565,8.45573880280646,0.0600000000000005,0.337297172064233,0.28490028490029,5.02356447965564
"11",1985-12-01,133.24391,8.27,3.79867046533714,7,57.0458,35,0,7.7961541469713,0.219999999999999,1.04123646575003,0.28490028490029,8.785814624596
"12",1986-01-01,155.93292,8.14,3.88625592417062,6.7,57.3104,34,-4.38026226583927,2.27950788141791,-0.129999999999999,0.462765415787914,0.0875854588334799,15.7244556336241
"13",1986-02-01,159.46768,7.86,3.11320754716981,7.2,56.9344,33,7.19734996250891,-22.1792646433775,-0.28,-0.658238025015123,-0.77304837700081,2.24153536901461
"14",1986-03-01,160.19809,7.48,2.25563909774437,7.2,56.542,32,0,-32.2220213914007,-0.38,-0.691600304690088,-0.85756844942544,0.456984350325751
"15",1986-04-01,150.36626,6.99,1.59027128157158,7.1,56.5599,31,-1.39862419747399,-34.9528727415178,-0.49,0.0316528725856635,-0.66536781617279,-6.33370607239572
"16",1986-05-01,132.63791,6.85,1.49114631873253,7.2,56.6823,30,1.39862419747399,-6.43594534220964,-0.140000000000001,0.216173913374629,-0.09912496283905,-12.5451116915698
"17",1986-06-01,122.51178,6.92,1.76579925650557,7.2,56.4976,29,0,16.9058258835621,0.0700000000000003,-0.326383331247637,0.27465293777304,-7.94157457000777
"18",1986-07-01,132.11963,6.56,1.57699443413729,7,56.814,28,-2.81708769666964,-11.3082645857434,-0.36,0.558461485533979,-0.18880482236828,7.55006114075618
"19",1986-08-01,127.55249,6.17,1.57407407407406,6.9,56.7381,27,-1.43887374520995,-0.185356864933101,-0.39,-0.133683148622588,-0.00292036006322993,-3.51798338808118
"20",1986-09-01,132.01833,5.89,1.75438596491229,7,56.8532,26,1.43887374520995,10.8451708227513,-0.28,0.202656434766801,0.18031189083823,3.44128104286243
"21",1986-10-01,111.50926,5.85,1.4719411223551,7,57.1191,25,0,-17.5536897046887,-0.04,0.466605451381596,-0.28244484255719,-16.8833139802949
"22",1986-11-01,115.02029,6.04,1.28440366972478,6.9,57.3792,24,-1.43887374520995,-13.6287480726491,0.19,0.454330671123149,-0.18753745263032,3.10009108039502
"23",1986-12-01,108.96811,6.91,1.0978956999085,6.6,57.8623,23,-4.44517625708341,-15.6899192780623,0.87,0.838418156542797,-0.18650796981628,-5.40532769678723
"24",1987-01-01,122.11427,6.43,1.45985401459855,6.6,57.685,22,0,28.4941093120373,-0.48,-0.306887550208224,0.36195831469005,11.3901975089398
"25",1987-02-01,109.14524,6.1,2.10430009149132,6.6,58.4399,21,0,36.564647302079,-0.33,1.3001701345039,0.64444607689277,-11.2277773370983
"26",1987-03-01,122.08487,6.13,3.03308823529411,6.6,58.516,20,0,36.5598406297973,0.0300000000000002,0.130134539154714,0.92878814380279,11.2036986281052
"27",1987-04-01,110.85972,6.37,3.77532228360957,6.3,58.8851,19,-4.65200156348928,21.8904432159835,0.24,0.628786640158463,0.74223404831546,-9.6450840334299
"28",1987-05-01,110.04292,6.85,3.85674931129477,6.3,59.2653,18,0,2.13389291399837,0.48,0.643588701084585,0.0814270276852,-0.739514677090192
"29",1987-06-01,121.15791,6.73,3.65296803652968,6.2,59.5409,17,-1.60003413464409,-5.4284683487074,-0.119999999999999,0.463949683359477,-0.20378127476509,9.62242645833236
"30",1987-07-01,106.34801,6.58,3.9269406392694,6.1,59.9536,16,-1.62605208717805,7.23206615796246,-0.15,0.690745835042872,0.27397260273972,-13.0377906422271
"31",1987-08-01,74.83797,6.73,4.28441203281677,6,60.4517,15,-1.65293019512105,8.71226679918682,0.15,0.827376936829971,0.35747139354737,-35.1391453164844
"32",1987-09-01,78.98139,7.22,4.35571687840288,5.9,60.6069,14,-1.68071183163812,1.6505879760198,0.489999999999999,0.256404889909856,0.0713048455861101,5.38868785902107
"33",1987-10-01,143.60307,7.29,4.53309156844969,6,61.491,13,1.68071183163812,3.99149649796193,0.0700000000000003,1.44820746604086,0.177374690046809,59.7840780119797
"34",1987-11-01,155.42207,6.69,4.52898550724636,5.8,61.8137,12,-3.39015516756813,-0.0906207583543317,-0.6,0.523420010342956,-0.00410606120332968,7.90914132259148
"35",1987-12-01,135.47266,6.77,4.43438914027149,5.7,62.119,11,-1.73917427118691,-2.11080944323292,0.0799999999999992,0.492687753230392,-0.0945963669748702,-13.7374599698106
"36",1988-01-01,131.52145,6.83,4.04676258992805,5.7,62.1469,10,0,-9.14726691989824,0.0600000000000005,0.0449037112655759,-0.38762655034344,-2.95998925572247
"37",1988-02-01,116.58432,6.58,3.94265232974908,5.7,62.4169,9,0,-2.60635239827913,-0.25,0.433513465149904,-0.10411026017897,-12.0555168156608
"38",1988-03-01,105.05246,6.58,3.92506690454951,5.7,62.5418,8,0,-0.447028013089734,0,0.199906115531334,-0.0175854251995697,-10.4154943592558
"39",1988-04-01,113.65598,6.87,3.9041703637977,5.4,62.8959,7,-5.40672212702757,-0.533809096761484,0.29,0.564584555671122,-0.02089654075181,7.8716322163066
"40",1988-05-01,96.14574,7.09,3.89036251105217,5.6,62.8223,6,3.63676441708747,-0.354296207634497,0.22,-0.117087276795935,-0.0138078527455301,-16.7311001319139
"41",1988-06-01,89.78251,7.51,3.96475770925109,5.4,62.9823,5,-3.63676441708747,1.89424020526721,0.42,0.25436285520124,0.0743951981989199,-6.84749750892566
"42",1988-07-01,85.18197,7.75,4.13005272407733,5.4,63.0093,4,0,4.08454271689689,0.24,0.042860000846634,0.16529501482624,-5.26003984694237
"43",1988-08-01,100.15845,8.01,4.02097902097903,5.6,63.2723,3,3.63676441708747,-2.67647624744287,0.26,0.41653000951527,-0.1090737030983,16.1963640270081
"44",1988-09-01,94.55409,8.19,4.17391304347827,5.4,63.099,2,-3.63676441708747,3.73285650012434,0.18,-0.274271307863572,0.15293402249924,-5.75813802878473
"45",1988-10-01,102.23078,8.3,4.24978317432784,5.4,63.4122,1,0,1.80139882909702,0.110000000000001,0.495135039212347,0.0758701308495704,7.80607548894841
"46",1988-11-01,113.95989,8.35,4.24610051993069,5.3,63.5128,0,-1.86921330121528,-0.0866926798982481,0.0499999999999989,0.158518843515143,-0.00368265439715021,10.8613737784211
"47",1988-12-01,99.66633,8.76,4.41941074523399,5.3,63.8233,47,0,4.00053346137006,0.41,0.487686705351287,0.1733102253033,-13.4018637587826
"48",1989-01-01,105.07536,9.12,4.66724286949007,5.4,64.0153,46,1.86921330121528,5.45621337143143,0.359999999999999,0.300378984694838,0.24783212425608,5.28499002190586
"49",1989-02-01,84.84484,9.36,4.82758620689656,5.2,63.7242,45,-3.77403279828472,3.37780872641407,0.24,-0.455772104813068,0.16034333740649,-21.3853630378235
"50",1989-03-01,97.21568,9.85,4.9785407725322,5,63.8691,44,-3.92207131532814,3.07902379118801,0.49,0.227128011096944,0.15095456563564,13.6107838697381
"51",1989-04-01,108.86306,9.84,5.12382578992315,5.2,63.9124,43,3.92207131532814,2.87645540777641,-0.00999999999999979,0.0677719414113653,0.14528501739095,11.3158746780774
"52",1989-05-01,87.81604,9.81,5.36170212765957,5.2,63.4884,42,0,4.53801011888877,-0.0299999999999994,-0.665618371995258,0.23787633773642,-21.4846590226657
"53",1989-06-01,94.83974,9.53,5.16949152542373,5.3,63.5187,41,1.90481949706944,-3.65071530996715,-0.280000000000001,0.0477138688701473,-0.19221060223584,7.69443478513763
"54",1989-07-01,84.56992,9.24,4.97890295358651,5.2,62.9354,40,-1.90481949706944,-3.75647563771107,-0.289999999999999,-0.922554724733349,-0.19058857183722,-11.4609871902389
"55",1989-08-01,95.86038,8.99,4.70588235294117,5.2,63.5168,39,0,-5.63962857069176,-0.25,0.919563434896808,-0.27302060064534,12.5314110006204
"56",1989-09-01,90.9182,9.02,4.34056761268781,5.3,63.2954,38,1.90481949706944,-8.08081647235408,0.0299999999999994,-0.349178115279525,-0.365314740253361,-5.29325566738796
"57",1989-10-01,91.59669,8.84,4.49251247920133,5.3,63.2542,37,0,3.44069915630891,-0.18,-0.0651128118233757,0.15194486651352,0.743493449192467
"58",1989-11-01,107.84913,8.55,4.65502909393181,5.4,63.4616,36,1.86921330121528,3.55360432913434,-0.289999999999999,0.327347000455092,0.16251661473048,16.3338170387234
"59",1989-12-01,107.09523,8.45,4.64730290456429,5.4,63.8467,35,0,-0.166112995007617,-0.100000000000001,0.604989893974395,-0.00772618936751979,-0.701486739650115
